timestamps population node_ids
3012.300000002293 LUT 7
3067.800000002495 LUT 7
3106.000000002634 LUT 7
3151.100000002798 LUT 7
3221.500000003054 LUT 7
3294.7000000033204 LUT 7
3351.6000000035274 LUT 7
3441.2000000038533 LUT 7
3513.6000000041167 LUT 7
3581.800000004365 LUT 7
3650.800000004616 LUT 7
3703.0000000048058 LUT 7
3763.4000000050255 LUT 7
3819.2000000052285 LUT 7
3880.300000005451 LUT 7
3920.1000000055956 LUT 7
3020.300000002322 LUT 8
3075.800000002524 LUT 8
3114.500000002665 LUT 8
3159.300000002828 LUT 8
3229.500000003083 LUT 8
3302.7000000033495 LUT 8
3359.6000000035565 LUT 8
3449.2000000038825 LUT 8
3521.600000004146 LUT 8
3589.800000004394 LUT 8
3658.800000004645 LUT 8
3711.1000000048352 LUT 8
3771.4000000050546 LUT 8
3827.2000000052576 LUT 8
3888.4000000054803 LUT 8
3928.500000005626 LUT 8
3009.1000000022814 LUT 11
3075.1000000025215 LUT 11
3145.000000002776 LUT 11
3224.000000003063 LUT 11
3291.000000003307 LUT 11
3373.0000000036052 LUT 11
3438.0000000038417 LUT 11
3510.0000000041036 LUT 11
3578.000000004351 LUT 11
3647.000000004602 LUT 11
3698.2000000047883 LUT 11
3759.20000000501 LUT 11
3818.000000005224 LUT 11
3877.000000005439 LUT 11
3942.9000000056785 LUT 11
4096.700000006238 LUT 0
4169.900000006504 LUT 0
4718.4000000085 LUT 0
4846.500000008966 LUT 0
4019.0000000059554 LUT 1
4080.1000000061777 LUT 1
4127.100000006349 LUT 1
4202.000000006621 LUT 1
4266.100000006854 LUT 1
4333.000000007098 LUT 1
4395.100000007324 LUT 1
4457.100000007549 LUT 1
4519.100000007775 LUT 1
4583.100000008008 LUT 1
4639.000000008211 LUT 1
4702.1000000084405 LUT 1
4784.000000008738 LUT 1
4845.100000008961 LUT 1
4904.000000009175 LUT 1
4971.000000009419 LUT 1
4937.900000009298 LUT 2
4025.6000000059794 LUT 3
4087.300000006204 LUT 3
4134.600000006376 LUT 3
4178.300000006535 LUT 3
4272.900000006879 LUT 3
4340.1000000071235 LUT 3
4402.30000000735 LUT 3
4464.300000007575 LUT 3
4526.300000007801 LUT 3
4590.200000008033 LUT 3
4646.400000008238 LUT 3
4709.300000008467 LUT 3
4790.700000008763 LUT 3
4850.700000008981 LUT 3
4911.200000009201 LUT 3
4945.500000009326 LUT 3
4101.900000006257 LUT 4
4175.400000006524 LUT 4
4723.600000008519 LUT 4
4851.800000008985 LUT 4
4947.100000009332 LUT 5
4025.200000005978 LUT 6
4086.3000000062 LUT 6
4133.300000006371 LUT 6
4208.200000006644 LUT 6
4272.300000006877 LUT 6
4339.20000000712 LUT 6
4401.300000007346 LUT 6
4463.300000007572 LUT 6
4525.300000007797 LUT 6
4589.30000000803 LUT 6
4645.2000000082335 LUT 6
4708.300000008463 LUT 6
4790.200000008761 LUT 6
4851.300000008983 LUT 6
4910.2000000091975 LUT 6
4977.200000009441 LUT 6
4030.1000000059958 LUT 7
4092.300000006222 LUT 7
4140.000000006396 LUT 7
4182.40000000655 LUT 7
4277.600000006896 LUT 7
4345.000000007141 LUT 7
4407.300000007368 LUT 7
4469.300000007594 LUT 7
4531.300000007819 LUT 7
4595.100000008051 LUT 7
4651.500000008256 LUT 7
4714.300000008485 LUT 7
4795.3000000087795 LUT 7
4854.900000008996 LUT 7
4916.200000009219 LUT 7
4949.700000009341 LUT 7
4038.100000006025 LUT 8
4100.4000000062515 LUT 8
4148.100000006425 LUT 8
4190.70000000658 LUT 8
4285.600000006925 LUT 8
4353.0000000071705 LUT 8
4415.4000000073975 LUT 8
4477.400000007623 LUT 8
4539.400000007849 LUT 8
4603.200000008081 LUT 8
4659.5000000082855 LUT 8
4722.400000008514 LUT 8
4803.300000008809 LUT 8
4862.9000000090255 LUT 8
4924.300000009249 LUT 8
4958.700000009374 LUT 8
4027.0000000059845 LUT 11
4088.200000006207 LUT 11
4135.200000006378 LUT 11
4210.00000000665 LUT 11
4274.200000006884 LUT 11
4341.000000007127 LUT 11
4403.200000007353 LUT 11
4465.200000007579 LUT 11
4527.200000007804 LUT 11
4591.200000008037 LUT 11
4647.00000000824 LUT 11
4710.20000000847 LUT 11
4792.0000000087675 LUT 11
4853.20000000899 LUT 11
4912.000000009204 LUT 11
4979.300000009449 LUT 11
5002.700000009534 LUT 0
5038.0000000096625 LUT 1
5101.100000009892 LUT 1
5169.000000010139 LUT 1
5232.100000010369 LUT 1
5306.000000010637 LUT 1
5372.000000010878 LUT 1
5431.000000011092 LUT 1
5496.100000011329 LUT 1
5553.000000011536 LUT 1
5632.000000011823 LUT 1
5686.10000001202 LUT 1
5752.00000001226 LUT 1
5826.000000012529 LUT 1
5881.000000012729 LUT 1
5948.000000012973 LUT 1
5929.900000012907 LUT 2
5009.400000009558 LUT 3
5048.800000009702 LUT 3
5108.600000009919 LUT 3
5176.100000010165 LUT 3
5239.300000010395 LUT 3
5312.900000010663 LUT 3
5379.100000010903 LUT 3
5438.200000011118 LUT 3
5503.200000011355 LUT 3
5560.400000011563 LUT 3
5638.800000011848 LUT 3
5693.500000012047 LUT 3
5759.100000012286 LUT 3
5832.900000012554 LUT 3
5888.400000012756 LUT 3
5936.500000012931 LUT 3
5008.100000009554 LUT 4
5939.100000012941 LUT 5
5044.200000009685 LUT 6
5107.300000009915 LUT 6
5175.200000010162 LUT 6
5238.300000010391 LUT 6
5312.20000001066 LUT 6
5378.2000000109 LUT 6
5437.200000011115 LUT 6
5502.300000011352 LUT 6
5559.200000011559 LUT 6
5638.200000011846 LUT 6
5692.300000012043 LUT 6
5758.2000000122825 LUT 6
5832.200000012552 LUT 6
5887.200000012752 LUT 6
5954.200000012996 LUT 6
5013.700000009574 LUT 7
5054.600000009723 LUT 7
5113.700000009938 LUT 7
5181.000000010183 LUT 7
5244.300000010413 LUT 7
5317.60000001068 LUT 7
5384.000000010921 LUT 7
5443.200000011137 LUT 7
5508.100000011373 LUT 7
5565.5000000115815 LUT 7
5643.400000011865 LUT 7
5698.700000012066 LUT 7
5764.000000012304 LUT 7
5837.600000012571 LUT 7
5893.500000012775 LUT 7
5940.600000012946 LUT 7
5021.8000000096035 LUT 8
5062.900000009753 LUT 8
5121.700000009967 LUT 8
5189.000000010212 LUT 8
5252.400000010442 LUT 8
5325.600000010709 LUT 8
5392.00000001095 LUT 8
5451.200000011166 LUT 8
5516.200000011402 LUT 8
5573.500000011611 LUT 8
5651.400000011894 LUT 8
5706.700000012095 LUT 8
5772.100000012333 LUT 8
5845.6000000126005 LUT 8
5901.500000012804 LUT 8
5948.700000012976 LUT 8
5046.000000009692 LUT 11
5109.2000000099215 LUT 11
5177.000000010168 LUT 11
5240.200000010398 LUT 11
5314.000000010667 LUT 11
5380.000000010907 LUT 11
5439.000000011121 LUT 11
5504.2000000113585 LUT 11
5561.000000011565 LUT 11
5640.0000000118525 LUT 11
5694.20000001205 LUT 11
5760.000000012289 LUT 11
5834.000000012558 LUT 11
5889.000000012758 LUT 11
5959.900000013016 LUT 11
6006.000000013184 LUT 1
6063.000000013391 LUT 1
6144.900000013689 LUT 2
6213.000000013937 LUT 2
6274.100000014159 LUT 2
6349.000000014432 LUT 2
6412.100000014661 LUT 2
6472.000000014879 LUT 2
6539.000000015123 LUT 2
6607.0000000153705 LUT 2
6675.000000015618 LUT 2
6738.100000015847 LUT 2
6808.000000016102 LUT 2
6873.000000016338 LUT 2
6937.100000016571 LUT 2
6012.700000013208 LUT 3
6070.300000013418 LUT 3
6150.900000013711 LUT 3
6219.100000013959 LUT 3
6280.300000014182 LUT 3
6355.000000014454 LUT 3
6418.300000014684 LUT 3
6478.200000014902 LUT 3
6545.100000015145 LUT 3
6613.100000015393 LUT 3
6681.10000001564 LUT 3
6744.30000001587 LUT 3
6814.100000016124 LUT 3
6879.10000001636 LUT 3
6943.300000016594 LUT 3
6154.0000000137225 LUT 5
6222.200000013971 LUT 5
6283.400000014193 LUT 5
6358.200000014465 LUT 5
6421.400000014695 LUT 5
6481.300000014913 LUT 5
6548.200000015157 LUT 5
6616.200000015404 LUT 5
6684.200000015651 LUT 5
6747.400000015881 LUT 5
6817.200000016135 LUT 5
6882.200000016372 LUT 5
6946.400000016605 LUT 5
6012.200000013207 LUT 6
6069.200000013414 LUT 6
6017.4000000132255 LUT 7
6075.4000000134365 LUT 7
6154.800000013725 LUT 7
6223.0000000139735 LUT 7
6284.200000014196 LUT 7
6358.900000014468 LUT 7
6422.200000014698 LUT 7
6482.100000014916 LUT 7
6549.0000000151595 LUT 7
6617.000000015407 LUT 7
6685.000000015654 LUT 7
6748.200000015884 LUT 7
6818.000000016138 LUT 7
6883.0000000163745 LUT 7
6947.200000016608 LUT 7
6025.400000013255 LUT 8
6083.400000013466 LUT 8
6162.8000000137545 LUT 8
6231.000000014003 LUT 8
6292.300000014226 LUT 8
6366.900000014497 LUT 8
6430.300000014728 LUT 8
6490.100000014945 LUT 8
6557.000000015189 LUT 8
6625.000000015436 LUT 8
6693.000000015683 LUT 8
6756.300000015914 LUT 8
6826.000000016167 LUT 8
6891.100000016404 LUT 8
6955.300000016638 LUT 8
6014.1000000132135 LUT 11
6071.0000000134205 LUT 11
7095.900000017149 LUT 1
7003.000000016811 LUT 2
7071.0000000170585 LUT 2
7130.000000017273 LUT 2
7193.100000017503 LUT 2
7256.100000017732 LUT 2
7323.000000017975 LUT 2
7383.0000000181935 LUT 2
7450.000000018437 LUT 2
7509.000000018652 LUT 2
7578.000000018903 LUT 2
7646.00000001915 LUT 2
7717.000000019409 LUT 2
7789.000000019671 LUT 2
7860.000000019929 LUT 2
7931.000000020187 LUT 2
7009.100000016833 LUT 3
7077.100000017081 LUT 3
7135.900000017295 LUT 3
7199.400000017526 LUT 3
7262.300000017754 LUT 3
7329.100000017997 LUT 3
7389.200000018216 LUT 3
7456.1000000184595 LUT 3
7515.300000018675 LUT 3
7584.100000018925 LUT 3
7652.1000000191725 LUT 3
7723.100000019431 LUT 3
7795.000000019692 LUT 3
7866.100000019951 LUT 3
7937.100000020209 LUT 3
7012.200000016845 LUT 5
7080.200000017092 LUT 5
7098.90000001716 LUT 5
7140.20000001731 LUT 5
7202.4000000175365 LUT 5
7265.400000017766 LUT 5
7332.200000018009 LUT 5
7392.300000018227 LUT 5
7459.200000018471 LUT 5
7518.400000018686 LUT 5
7587.200000018936 LUT 5
7655.200000019184 LUT 5
7726.200000019442 LUT 5
7798.200000019704 LUT 5
7869.200000019962 LUT 5
7940.200000020221 LUT 5
7102.100000017172 LUT 6
7013.0000000168475 LUT 7
7081.000000017095 LUT 7
7103.800000017178 LUT 7
7140.20000001731 LUT 7
7203.30000001754 LUT 7
7266.200000017769 LUT 7
7333.000000018012 LUT 7
7393.10000001823 LUT 7
7460.000000018474 LUT 7
7519.200000018689 LUT 7
7588.000000018939 LUT 7
7656.000000019187 LUT 7
7727.000000019445 LUT 7
7798.900000019707 LUT 7
7870.000000019965 LUT 7
7941.0000000202235 LUT 7
7021.000000016877 LUT 8
7089.000000017124 LUT 8
7148.8000000173415 LUT 8
7211.300000017569 LUT 8
7274.300000017798 LUT 8
7341.000000018041 LUT 8
7401.100000018259 LUT 8
7468.000000018503 LUT 8
7527.200000018718 LUT 8
7596.000000018968 LUT 8
7664.000000019216 LUT 8
7735.000000019474 LUT 8
7806.900000019736 LUT 8
7878.000000019994 LUT 8
7949.000000020253 LUT 8
7104.600000017181 LUT 11
8181.9000000211 LUT 1
8238.000000020467 LUT 1
8324.000000019216 LUT 1
8387.000000018299 LUT 1
8462.000000017208 LUT 1
8531.000000016204 LUT 1
8593.1000000153 LUT 1
8666.000000014239 LUT 1
8739.000000013177 LUT 1
8807.000000012187 LUT 1
8876.000000011183 LUT 1
8944.000000010194 LUT 1
8006.00000002046 LUT 2
8069.10000002069 LUT 2
8012.000000020482 LUT 3
8075.300000020712 LUT 3
8188.300000021123 LUT 3
8245.200000020362 LUT 3
8330.700000019118 LUT 3
8394.100000018196 LUT 3
8468.900000017107 LUT 3
8538.000000016102 LUT 3
8600.300000015195 LUT 3
8672.900000014139 LUT 3
8745.900000013076 LUT 3
8814.000000012085 LUT 3
8883.000000011081 LUT 3
8951.000000010092 LUT 3
8015.2000000204935 LUT 5
8078.400000020723 LUT 5
8184.500000021109 LUT 5
8188.1000000211225 LUT 6
8244.200000020377 LUT 6
8330.200000019126 LUT 6
8393.200000018209 LUT 6
8468.200000017117 LUT 6
8537.200000016113 LUT 6
8599.30000001521 LUT 6
8672.200000014149 LUT 6
8745.200000013087 LUT 6
8813.200000012097 LUT 6
8882.200000011093 LUT 6
8950.200000010103 LUT 6
8015.900000020496 LUT 7
8079.200000020726 LUT 7
8188.600000021124 LUT 7
8250.20000002029 LUT 7
8335.200000019053 LUT 7
8399.000000018124 LUT 7
8473.600000017039 LUT 7
8542.800000016032 LUT 7
8605.300000015122 LUT 7
8677.60000001407 LUT 7
8750.600000013008 LUT 7
8818.800000012016 LUT 7
8887.800000011011 LUT 7
8955.800000010022 LUT 7
8023.900000020525 LUT 8
8087.300000020756 LUT 8
8196.60000002107 LUT 8
8258.300000020172 LUT 8
8343.200000018936 LUT 8
8407.000000018008 LUT 8
8481.600000016922 LUT 8
8550.800000015915 LUT 8
8613.400000015004 LUT 8
8685.600000013954 LUT 8
8758.600000012892 LUT 8
8826.8000000119 LUT 8
8895.800000010895 LUT 8
8963.800000009905 LUT 8
8189.900000021129 LUT 11
8246.00000002035 LUT 11
8332.0000000191 LUT 11
8395.000000018183 LUT 11
8470.000000017091 LUT 11
8539.000000016087 LUT 11
8601.200000015182 LUT 11
8674.000000014123 LUT 11
8747.00000001306 LUT 11
8815.00000001207 LUT 11
8884.000000011067 LUT 11
8952.000000010077 LUT 11
9120.300000007628 LUT 0
9318.000000004751 LUT 0
9516.00000000187 LUT 0
9708.999999999061 LUT 0
9904.99999999621 LUT 0
9002.00000000935 LUT 1
9073.000000008316 LUT 1
9142.000000007312 LUT 1
9215.00000000625 LUT 1
9289.000000005173 LUT 1
9342.1000000044 LUT 1
9402.000000003529 LUT 1
9489.000000002263 LUT 1
9531.300000001647 LUT 1
9602.000000000618 LUT 1
9677.999999999513 LUT 1
9746.999999998508 LUT 1
9816.99999999749 LUT 1
9873.99999999666 LUT 1
9944.999999995627 LUT 1
9135.900000007401 LUT 2
9009.300000009243 LUT 3
9080.000000008215 LUT 3
9128.100000007515 LUT 3
9221.600000006154 LUT 3
9295.900000005073 LUT 3
9348.500000004307 LUT 3
9409.50000000342 LUT 3
9495.800000002164 LUT 3
9537.700000001554 LUT 3
9609.200000000514 LUT 3
9684.899999999412 LUT 3
9753.699999998411 LUT 3
9824.099999997386 LUT 3
9881.399999996553 LUT 3
9951.69999999553 LUT 3
9125.500000007552 LUT 4
9323.200000004676 LUT 4
9521.200000001794 LUT 4
9714.199999998986 LUT 4
9910.199999996134 LUT 4
9144.800000007272 LUT 5
9008.20000000926 LUT 6
9079.200000008226 LUT 6
9148.200000007222 LUT 6
9221.20000000616 LUT 6
9295.200000005083 LUT 6
9348.30000000431 LUT 6
9408.200000003439 LUT 6
9495.200000002173 LUT 6
9537.500000001557 LUT 6
9608.200000000528 LUT 6
9684.199999999422 LUT 6
9753.199999998418 LUT 6
9823.1999999974 LUT 6
9880.19999999657 LUT 6
9951.199999995537 LUT 6
9014.30000000917 LUT 7
9084.800000008145 LUT 7
9132.200000007455 LUT 7
9150.800000007184 LUT 7
9226.200000006087 LUT 7
9300.600000005004 LUT 7
9353.200000004239 LUT 7
9414.600000003345 LUT 7
9500.400000002097 LUT 7
9542.600000001483 LUT 7
9614.100000000442 LUT 7
9689.599999999344 LUT 7
9758.299999998344 LUT 7
9828.999999997315 LUT 7
9886.499999996478 LUT 7
9956.299999995463 LUT 7
9022.300000009054 LUT 8
9092.800000008028 LUT 8
9140.300000007337 LUT 8
9234.30000000597 LUT 8
9308.600000004888 LUT 8
9361.300000004121 LUT 8
9422.700000003228 LUT 8
9508.40000000198 LUT 8
9550.900000001362 LUT 8
9622.100000000326 LUT 8
9697.599999999227 LUT 8
9766.299999998228 LUT 8
9836.999999997199 LUT 8
9894.499999996362 LUT 8
9964.299999995346 LUT 8
9010.000000009233 LUT 11
9081.0000000082 LUT 11
9223.100000006132 LUT 11
9297.000000005057 LUT 11
9350.200000004283 LUT 11
9410.000000003412 LUT 11
9497.000000002146 LUT 11
9539.600000001526 LUT 11
9610.000000000502 LUT 11
9685.999999999396 LUT 11
9754.999999998392 LUT 11
9824.999999997373 LUT 11
9881.999999996544 LUT 11
9952.99999999551 LUT 11
