node_ids timestamps
4 6603.0
4 6650.0
4 6692.0
4 6723.0
4 6766.0
4 6820.0
4 6854.0
4 6893.0
4 6932.0
4 6979.0
4 7022.0
4 7060.0
4 7086.0
4 7106.0
4 7142.0
4 7178.0
4 7206.0
4 7239.0
4 7270.0
4 7306.0
4 7338.0
4 7370.0
4 7402.0
4 7581.0
4 7767.0
4 7990.0
4 8223.0
4 8433.0
4 8627.0
4 8811.0
4 8991.0
4 9200.0
4 9379.0
4 9572.0
4 9751.0
4 9942.0
5 215.0
5 381.0
5 554.0
5 752.0
5 947.0
5 1181.0
5 1392.0
5 1594.0
5 1782.0
5 1988.0
5 2129.0
5 2278.0
5 2440.0
5 2594.0
5 2743.0
5 2896.0
5 3053.0
5 3193.0
5 3335.0
5 3463.0
5 3574.0
5 3673.0
5 3803.0
5 3930.0
5 4062.0
5 4180.0
5 4292.0
5 4415.0
5 4541.0
5 4661.0
5 4746.0
5 4840.0
5 4918.0
5 5012.0
5 5102.0
5 5192.0
5 5284.0
5 5378.0
5 5462.0
5 5561.0
5 5626.0
5 5694.0
5 5752.0
5 5809.0
5 5876.0
5 5940.0
5 6016.0
5 6087.0
5 6157.0
5 6218.0
5 6265.0
5 6306.0
5 6371.0
5 6414.0
5 6453.0
5 6498.0
5 6547.0
5 6599.0
5 6645.0
5 6689.0
5 6723.0
5 6748.0
5 6788.0
5 6830.0
5 6868.0
5 6897.0
5 6930.0
5 6962.0
5 7000.0
5 7029.0
5 7060.0
5 7082.0
5 7110.0
5 7155.0
5 7181.0
5 7213.0
5 7240.0
5 7267.0
5 7299.0
5 7333.0
5 7526.0
5 7729.0
5 7921.0
5 8121.0
5 8333.0
5 8539.0
5 8737.0
5 8940.0
5 9132.0
5 9338.0
5 9532.0
5 9740.0
5 9924.0
6 228.0
6 421.0
6 608.0
6 795.0
6 982.0
6 1199.0
6 1408.0
6 1649.0
6 1849.0
6 2039.0
6 2199.0
6 2348.0
6 2482.0
6 2642.0
6 2795.0
6 2947.0
6 3099.0
6 3258.0
6 3400.0
6 3532.0
6 3662.0
6 3761.0
6 3879.0
6 3978.0
6 4090.0
6 4209.0
6 4328.0
6 4434.0
6 4558.0
6 4664.0
6 4754.0
6 4859.0
6 4940.0
6 5040.0
6 5114.0
6 5189.0
6 5281.0
6 5362.0
6 5442.0
6 5526.0
6 5598.0
6 5662.0
6 5730.0
6 5795.0
6 5857.0
6 5931.0
6 5999.0
6 6060.0
6 6125.0
6 6196.0
6 6242.0
6 6315.0
6 6372.0
6 6415.0
6 6469.0
6 6520.0
6 6563.0
6 6638.0
6 6679.0
6 6728.0
6 6770.0
6 6809.0
6 6836.0
6 6878.0
6 6905.0
6 6944.0
6 6977.0
6 7015.0
6 7049.0
6 7083.0
6 7115.0
6 7141.0
6 7173.0
6 7201.0
6 7233.0
6 7258.0
6 7281.0
6 7306.0
6 7339.0
6 7370.0
6 7568.0
6 7761.0
6 7962.0
6 8167.0
6 8356.0
6 8573.0
6 8783.0
6 8977.0
6 9188.0
6 9384.0
6 9552.0
6 9754.0
6 9963.0
7 238.0
7 436.0
7 657.0
7 874.0
7 1076.0
7 1277.0
7 1442.0
7 1625.0
7 1823.0
7 2025.0
7 2182.0
7 2328.0
7 2479.0
7 2648.0
7 2811.0
7 2970.0
7 3109.0
7 3276.0
7 3424.0
7 3575.0
7 3672.0
7 3787.0
7 3911.0
7 4006.0
7 4111.0
7 4233.0
7 4359.0
7 4483.0
7 4584.0
7 4696.0
7 4780.0
7 4856.0
7 4936.0
7 5037.0
7 5130.0
7 5212.0
7 5299.0
7 5375.0
7 5459.0
7 5534.0
7 5607.0
7 5678.0
7 5752.0
7 5821.0
7 5886.0
7 5951.0
7 6021.0
7 6092.0
7 6145.0
7 6204.0
7 6268.0
7 6310.0
7 6350.0
7 6417.0
7 6465.0
7 6520.0
7 6573.0
7 6606.0
7 6650.0
7 6701.0
7 6735.0
7 6774.0
7 6816.0
7 6858.0
7 6892.0
7 6926.0
7 6957.0
7 6997.0
7 7038.0
7 7079.0
7 7124.0
7 7151.0
7 7178.0
7 7211.0
7 7242.0
7 7267.0
7 7295.0
7 7326.0
7 7354.0
7 7393.0
7 7608.0
7 7837.0
7 8051.0
7 8244.0
7 8470.0
7 8660.0
7 8850.0
7 9049.0
7 9242.0
7 9441.0
7 9629.0
7 9827.0
8 209.0
8 409.0
8 618.0
8 829.0
8 1027.0
8 1217.0
8 1380.0
8 1599.0
8 1811.0
8 2006.0
8 2182.0
8 2314.0
8 2475.0
8 2632.0
8 2793.0
8 2964.0
8 3135.0
8 3275.0
8 3431.0
8 3593.0
8 3714.0
8 3848.0
8 3980.0
8 4096.0
8 4195.0
8 4312.0
8 4423.0
8 4557.0
8 4655.0
8 4768.0
8 4856.0
8 4935.0
8 5005.0
8 5067.0
8 5150.0
8 5247.0
8 5335.0
8 5418.0
8 5521.0
8 5605.0
8 5675.0
8 5727.0
8 5787.0
8 5849.0
8 5892.0
8 5959.0
8 6020.0
8 6076.0
8 6150.0
8 6213.0
8 6245.0
8 6295.0
8 6340.0
8 6378.0
8 6426.0
8 6468.0
8 6506.0
8 6550.0
8 6602.0
8 6659.0
8 6705.0
8 6744.0
8 6778.0
8 6820.0
8 6859.0
8 6892.0
8 6920.0
8 6966.0
8 7004.0
8 7050.0
8 7086.0
8 7113.0
8 7147.0
8 7177.0
8 7211.0
8 7231.0
8 7252.0
8 7275.0
8 7302.0
8 7332.0
8 7531.0
8 7730.0
8 7932.0
8 8148.0
8 8349.0
8 8546.0
8 8756.0
8 8947.0
8 9131.0
8 9343.0
8 9557.0
8 9772.0
8 9963.0
9 197.0
9 419.0
9 626.0
9 828.0
9 1010.0
9 1210.0
9 1412.0
9 1610.0
9 1814.0
9 2012.0
9 2162.0
9 2322.0
9 2489.0
9 2641.0
9 2811.0
9 2976.0
9 3124.0
9 3252.0
9 3385.0
9 3533.0
9 3666.0
9 3794.0
9 3920.0
9 4036.0
9 4160.0
9 4270.0
9 4387.0
9 4497.0
9 4620.0
9 4731.0
9 4800.0
9 4889.0
9 4981.0
9 5059.0
9 5138.0
9 5240.0
9 5320.0
9 5410.0
9 5501.0
9 5584.0
9 5643.0
9 5704.0
9 5776.0
9 5854.0
9 5907.0
9 5981.0
9 6042.0
9 6110.0
9 6185.0
9 6249.0
9 6296.0
9 6344.0
9 6396.0
9 6445.0
9 6500.0
9 6553.0
9 6597.0
9 6645.0
9 6687.0
9 6734.0
9 6768.0
9 6812.0
9 6853.0
9 6900.0
9 6934.0
9 6969.0
9 7017.0
9 7062.0
9 7099.0
9 7125.0
9 7154.0
9 7185.0
9 7209.0
9 7240.0
9 7273.0
9 7294.0
9 7317.0
9 7346.0
9 7372.0
9 7405.0
9 7599.0
9 7800.0
9 8002.0
9 8167.0
9 8364.0
9 8539.0
9 8728.0
9 8928.0
9 9103.0
9 9315.0
9 9526.0
9 9733.0
9 9929.0
10 204.0
10 374.0
10 584.0
10 781.0
10 985.0
10 1189.0
10 1363.0
10 1567.0
10 1769.0
10 1973.0
10 2112.0
10 2239.0
10 2400.0
10 2547.0
10 2698.0
10 2872.0
10 3032.0
10 3176.0
10 3322.0
10 3465.0
10 3576.0
10 3697.0
10 3834.0
10 3957.0
10 4070.0
10 4189.0
10 4301.0
10 4419.0
10 4564.0
10 4670.0
10 4750.0
10 4838.0
10 4948.0
10 5045.0
10 5140.0
10 5243.0
10 5333.0
10 5416.0
10 5507.0
10 5589.0
10 5655.0
10 5723.0
10 5789.0
10 5849.0
10 5925.0
10 5988.0
10 6048.0
10 6112.0
10 6188.0
10 6251.0
10 6304.0
10 6362.0
10 6414.0
10 6476.0
10 6520.0
10 6587.0
10 6633.0
10 6677.0
10 6723.0
10 6759.0
10 6791.0
10 6826.0
10 6854.0
10 6879.0
10 6923.0
10 6967.0
10 7007.0
10 7045.0
10 7091.0
10 7130.0
10 7154.0
10 7180.0
10 7203.0
10 7223.0
10 7256.0
10 7288.0
10 7303.0
10 7324.0
10 7347.0
10 7375.0
10 7583.0
10 7796.0
10 7980.0
10 8167.0
10 8347.0
10 8569.0
10 8776.0
10 8956.0
10 9154.0
10 9349.0
10 9529.0
10 9735.0
10 9915.0
11 195.0
11 389.0
11 564.0
11 768.0
11 946.0
11 1138.0
11 1338.0
11 1551.0
11 1766.0
11 1976.0
11 2143.0
11 2311.0
11 2464.0
11 2626.0
11 2793.0
11 2943.0
11 3098.0
11 3242.0
11 3379.0
11 3526.0
11 3645.0
11 3762.0
11 3859.0
11 3980.0
11 4100.0
11 4199.0
11 4325.0
11 4433.0
11 4561.0
11 4686.0
11 4780.0
11 4865.0
11 4950.0
11 5049.0
11 5129.0
11 5231.0
11 5321.0
11 5406.0
11 5489.0
11 5580.0
11 5644.0
11 5690.0
11 5744.0
11 5823.0
11 5887.0
11 5938.0
11 6022.0
11 6097.0
11 6163.0
11 6237.0
11 6272.0
11 6324.0
11 6377.0
11 6420.0
11 6460.0
11 6523.0
11 6569.0
11 6600.0
11 6658.0
11 6700.0
11 6729.0
11 6760.0
11 6793.0
11 6830.0
11 6871.0
11 6896.0
11 6936.0
11 6973.0
11 7019.0
11 7041.0
11 7071.0
11 7104.0
11 7142.0
11 7162.0
11 7189.0
11 7219.0
11 7248.0
11 7279.0
11 7296.0
11 7320.0
11 7525.0
11 7736.0
11 7937.0
11 8130.0
11 8320.0
11 8516.0
11 8714.0
11 8930.0
11 9142.0
11 9337.0
11 9547.0
11 9762.0
11 9968.0
12 193.0
12 374.0
12 578.0
12 760.0
12 921.0
12 1140.0
12 1355.0
12 1560.0
12 1748.0
12 1963.0
12 2117.0
12 2257.0
12 2433.0
12 2578.0
12 2711.0
12 2865.0
12 3014.0
12 3145.0
12 3295.0
12 3443.0
12 3555.0
12 3671.0
12 3781.0
12 3917.0
12 4033.0
12 4147.0
12 4267.0
12 4385.0
12 4512.0
12 4629.0
12 4711.0
12 4799.0
12 4894.0
12 4974.0
12 5053.0
12 5125.0
12 5209.0
12 5298.0
12 5389.0
12 5479.0
12 5545.0
12 5620.0
12 5682.0
12 5761.0
12 5823.0
12 5894.0
12 5951.0
12 6017.0
12 6097.0
12 6161.0
12 6206.0
12 6247.0
12 6298.0
12 6344.0
12 6389.0
12 6442.0
12 6497.0
12 6545.0
12 6601.0
12 6661.0
12 6703.0
12 6746.0
12 6787.0
12 6818.0
12 6859.0
12 6896.0
12 6944.0
12 6984.0
12 7024.0
12 7061.0
12 7090.0
12 7123.0
12 7158.0
12 7184.0
12 7219.0
12 7249.0
12 7277.0
12 7306.0
12 7333.0
12 7360.0
12 7536.0
12 7720.0
12 7907.0
12 8109.0
12 8314.0
12 8521.0
12 8727.0
12 8945.0
12 9150.0
12 9350.0
12 9539.0
12 9746.0
12 9949.0
13 197.0
13 412.0
13 633.0
13 846.0
13 1043.0
13 1238.0
13 1426.0
13 1635.0
13 1822.0
13 2004.0
13 2144.0
13 2315.0
13 2501.0
13 2635.0
13 2796.0
13 2943.0
13 3086.0
13 3235.0
13 3365.0
13 3508.0
13 3630.0
13 3744.0
13 3860.0
13 4010.0
13 4146.0
13 4257.0
13 4376.0
13 4476.0
13 4580.0
13 4687.0
13 4782.0
13 4875.0
13 4954.0
13 5051.0
13 5151.0
13 5222.0
13 5299.0
13 5385.0
13 5477.0
13 5565.0
13 5647.0
13 5700.0
13 5766.0
13 5834.0
13 5890.0
13 5948.0
13 6019.0
13 6086.0
13 6167.0
13 6226.0
13 6267.0
13 6316.0
13 6374.0
13 6415.0
13 6452.0
13 6493.0
13 6537.0
13 6589.0
13 6633.0
13 6679.0
13 6712.0
13 6756.0
13 6792.0
13 6823.0
13 6869.0
13 6898.0
13 6937.0
13 6980.0
13 7020.0
13 7055.0
13 7080.0
13 7114.0
13 7147.0
13 7172.0
13 7201.0
13 7224.0
13 7258.0
13 7285.0
13 7315.0
13 7354.0
13 7542.0
13 7749.0
13 7952.0
13 8155.0
13 8337.0
13 8512.0
13 8704.0
13 8908.0
13 9128.0
13 9333.0
13 9541.0
13 9759.0
13 9958.0
14 195.0
14 389.0
14 570.0
14 758.0
14 964.0
14 1175.0
14 1353.0
14 1544.0
14 1746.0
14 1957.0
14 2129.0
14 2287.0
14 2448.0
14 2604.0
14 2767.0
14 2909.0
14 3061.0
14 3216.0
14 3379.0
14 3540.0
14 3658.0
14 3766.0
14 3855.0
14 3957.0
14 4081.0
14 4204.0
14 4314.0
14 4433.0
14 4542.0
14 4638.0
14 4729.0
14 4807.0
14 4889.0
14 4959.0
14 5042.0
14 5139.0
14 5240.0
14 5323.0
14 5414.0
14 5501.0
14 5566.0
14 5632.0
14 5719.0
14 5784.0
14 5862.0
14 5923.0
14 5992.0
14 6047.0
14 6100.0
14 6177.0
14 6234.0
14 6272.0
14 6324.0
14 6374.0
14 6424.0
14 6477.0
14 6529.0
14 6586.0
14 6648.0
14 6694.0
14 6733.0
14 6782.0
14 6828.0
14 6859.0
14 6896.0
14 6919.0
14 6952.0
14 6988.0
14 7034.0
14 7075.0
14 7111.0
14 7128.0
14 7155.0
14 7181.0
14 7204.0
14 7233.0
14 7255.0
14 7276.0
14 7309.0
14 7330.0
14 7499.0
14 7725.0
14 7926.0
14 8104.0
14 8323.0
14 8545.0
14 8753.0
14 8946.0
14 9162.0
14 9390.0
14 9601.0
14 9823.0
15 207.0
15 418.0
15 627.0
15 836.0
15 1065.0
15 1286.0
15 1476.0
15 1690.0
15 1901.0
15 2104.0
15 2266.0
15 2411.0
15 2562.0
15 2720.0
15 2868.0
15 3016.0
15 3168.0
15 3329.0
15 3455.0
15 3596.0
15 3703.0
15 3824.0
15 3928.0
15 4038.0
15 4152.0
15 4271.0
15 4379.0
15 4498.0
15 4611.0
15 4724.0
15 4808.0
15 4916.0
15 4992.0
15 5083.0
15 5166.0
15 5258.0
15 5356.0
15 5444.0
15 5523.0
15 5614.0
15 5676.0
15 5743.0
15 5812.0
15 5876.0
15 5946.0
15 6014.0
15 6090.0
15 6153.0
15 6231.0
15 6289.0
15 6340.0
15 6380.0
15 6426.0
15 6481.0
15 6520.0
15 6558.0
15 6603.0
15 6648.0
15 6700.0
15 6755.0
15 6786.0
15 6818.0
15 6858.0
15 6899.0
15 6933.0
15 6978.0
15 7015.0
15 7040.0
15 7084.0
15 7131.0
15 7151.0
15 7179.0
15 7199.0
15 7222.0
15 7252.0
15 7279.0
15 7315.0
15 7339.0
15 7359.0
15 7391.0
15 7609.0
15 7827.0
15 8024.0
15 8240.0
15 8443.0
15 8622.0
15 8795.0
15 8982.0
15 9173.0
15 9392.0
15 9607.0
15 9815.0
16 206.0
16 405.0
16 628.0
16 813.0
16 1008.0
16 1205.0
16 1412.0
16 1585.0
16 1786.0
16 1979.0
16 2135.0
16 2281.0
16 2424.0
16 2580.0
16 2734.0
16 2890.0
16 3039.0
16 3205.0
16 3350.0
16 3490.0
16 3609.0
16 3729.0
16 3831.0
16 3943.0
16 4056.0
16 4166.0
16 4298.0
16 4415.0
16 4526.0
16 4653.0
16 4735.0
16 4828.0
16 4924.0
16 5039.0
16 5123.0
16 5204.0
16 5298.0
16 5376.0
16 5461.0
16 5547.0
16 5619.0
16 5699.0
16 5759.0
16 5828.0
16 5885.0
16 5957.0
16 6017.0
16 6081.0
16 6158.0
16 6216.0
16 6265.0
16 6325.0
16 6379.0
16 6438.0
16 6474.0
16 6525.0
16 6580.0
16 6633.0
16 6681.0
16 6729.0
16 6769.0
16 6799.0
16 6838.0
16 6865.0
16 6905.0
16 6944.0
16 6976.0
16 7009.0
16 7044.0
16 7087.0
16 7118.0
16 7149.0
16 7177.0
16 7209.0
16 7243.0
16 7271.0
16 7291.0
16 7312.0
16 7343.0
16 7370.0
16 7597.0
16 7804.0
16 7982.0
16 8163.0
16 8361.0
16 8556.0
16 8752.0
16 8944.0
16 9126.0
16 9317.0
16 9524.0
16 9733.0
16 9931.0
17 214.0
17 425.0
17 607.0
17 820.0
17 1034.0
17 1237.0
17 1463.0
17 1690.0
17 1882.0
17 2074.0
17 2243.0
17 2374.0
17 2525.0
17 2656.0
17 2797.0
17 2955.0
17 3100.0
17 3263.0
17 3404.0
17 3551.0
17 3666.0
17 3787.0
17 3902.0
17 4017.0
17 4108.0
17 4191.0
17 4313.0
17 4424.0
17 4545.0
17 4660.0
17 4739.0
17 4825.0
17 4915.0
17 4999.0
17 5079.0
17 5170.0
17 5267.0
17 5359.0
17 5445.0
17 5526.0
17 5588.0
17 5652.0
17 5722.0
17 5773.0
17 5830.0
17 5900.0
17 5979.0
17 6038.0
17 6123.0
17 6197.0
17 6242.0
17 6285.0
17 6340.0
17 6401.0
17 6448.0
17 6509.0
17 6566.0
17 6622.0
17 6668.0
17 6716.0
17 6752.0
17 6788.0
17 6825.0
17 6868.0
17 6906.0
17 6940.0
17 6982.0
17 7011.0
17 7045.0
17 7085.0
17 7116.0
17 7143.0
17 7176.0
17 7200.0
17 7226.0
17 7264.0
17 7291.0
17 7321.0
17 7348.0
17 7385.0
17 7598.0
17 7790.0
17 7999.0
17 8189.0
17 8384.0
17 8601.0
17 8798.0
17 8995.0
17 9198.0
17 9400.0
17 9604.0
17 9792.0
17 9996.0
18 174.0
18 402.0
18 593.0
18 817.0
18 1030.0
18 1234.0
18 1456.0
18 1650.0
18 1843.0
18 2019.0
18 2154.0
18 2296.0
18 2447.0
18 2619.0
18 2752.0
18 2900.0
18 3035.0
18 3189.0
18 3355.0
18 3534.0
18 3646.0
18 3748.0
18 3859.0
18 3972.0
18 4085.0
18 4195.0
18 4314.0
18 4412.0
18 4525.0
18 4656.0
18 4748.0
18 4839.0
18 4934.0
18 5017.0
18 5105.0
18 5198.0
18 5280.0
18 5376.0
18 5451.0
18 5540.0
18 5593.0
18 5653.0
18 5723.0
18 5805.0
18 5858.0
18 5916.0
18 5985.0
18 6045.0
18 6114.0
18 6189.0
18 6239.0
18 6289.0
18 6350.0
18 6395.0
18 6453.0
18 6488.0
18 6536.0
18 6590.0
18 6644.0
18 6703.0
18 6737.0
18 6773.0
18 6813.0
18 6850.0
18 6890.0
18 6922.0
18 6959.0
18 6995.0
18 7025.0
18 7068.0
18 7102.0
18 7131.0
18 7161.0
18 7190.0
18 7219.0
18 7250.0
18 7275.0
18 7302.0
18 7331.0
18 7367.0
18 7567.0
18 7757.0
18 7957.0
18 8146.0
18 8333.0
18 8554.0
18 8751.0
18 8967.0
18 9191.0
18 9390.0
18 9578.0
18 9783.0
18 9968.0
19 215.0
19 411.0
19 609.0
19 809.0
19 1016.0
19 1219.0
19 1417.0
19 1608.0
19 1808.0
19 2028.0
19 2189.0
19 2345.0
19 2476.0
19 2649.0
19 2783.0
19 2932.0
19 3071.0
19 3239.0
19 3379.0
19 3555.0
19 3662.0
19 3779.0
19 3899.0
19 4018.0
19 4139.0
19 4225.0
19 4334.0
19 4436.0
19 4554.0
19 4646.0
19 4729.0
19 4830.0
19 4921.0
19 4985.0
19 5067.0
19 5148.0
19 5236.0
19 5304.0
19 5369.0
19 5451.0
19 5512.0
19 5579.0
19 5635.0
19 5702.0
19 5780.0
19 5841.0
19 5902.0
19 5963.0
19 6031.0
19 6100.0
19 6141.0
19 6197.0
19 6262.0
19 6320.0
19 6367.0
19 6415.0
19 6464.0
19 6499.0
19 6553.0
19 6612.0
19 6643.0
19 6674.0
19 6712.0
19 6759.0
19 6789.0
19 6826.0
19 6870.0
19 6902.0
19 6945.0
19 6981.0
19 7006.0
19 7036.0
19 7065.0
19 7090.0
19 7125.0
19 7149.0
19 7176.0
19 7200.0
19 7234.0
19 7273.0
19 7292.0
19 7318.0
19 7340.0
19 7362.0
19 7385.0
19 7406.0
19 7432.0
19 7464.0
19 7485.0
19 7503.0
19 7713.0
19 7910.0
19 8102.0
19 8295.0
19 8513.0
19 8735.0
19 8938.0
19 9153.0
19 9327.0
19 9520.0
19 9701.0
19 9911.0
20 208.0
20 410.0
20 625.0
20 852.0
20 1058.0
20 1270.0
20 1484.0
20 1666.0
20 1851.0
20 2036.0
20 2180.0
20 2321.0
20 2460.0
20 2620.0
20 2771.0
20 2921.0
20 3057.0
20 3187.0
20 3327.0
20 3473.0
20 3596.0
20 3701.0
20 3821.0
20 3943.0
20 4057.0
20 4172.0
20 4304.0
20 4435.0
20 4536.0
20 4634.0
20 4736.0
20 4818.0
20 4918.0
20 5009.0
20 5096.0
20 5179.0
20 5282.0
20 5350.0
20 5457.0
20 5541.0
20 5604.0
20 5670.0
20 5745.0
20 5809.0
20 5878.0
20 5940.0
20 6012.0
20 6073.0
20 6145.0
20 6213.0
20 6267.0
20 6324.0
20 6376.0
20 6427.0
20 6489.0
20 6543.0
20 6594.0
20 6651.0
20 6689.0
20 6745.0
20 6779.0
20 6821.0
20 6859.0
20 6896.0
20 6925.0
20 6966.0
20 6994.0
20 7027.0
20 7055.0
20 7093.0
20 7128.0
20 7149.0
20 7179.0
20 7206.0
20 7232.0
20 7261.0
20 7295.0
20 7319.0
20 7353.0
20 7380.0
20 7577.0
20 7794.0
20 8007.0
20 8211.0
20 8412.0
20 8605.0
20 8805.0
20 9012.0
20 9208.0
20 9399.0
20 9600.0
20 9809.0
21 187.0
21 375.0
21 575.0
21 767.0
21 963.0
21 1152.0
21 1344.0
21 1540.0
21 1746.0
21 1941.0
21 2085.0
21 2232.0
21 2376.0
21 2541.0
21 2709.0
21 2873.0
21 3046.0
21 3209.0
21 3355.0
21 3515.0
21 3610.0
21 3722.0
21 3835.0
21 3962.0
21 4081.0
21 4173.0
21 4290.0
21 4402.0
21 4511.0
21 4619.0
21 4718.0
21 4810.0
21 4901.0
21 4976.0
21 5064.0
21 5160.0
21 5236.0
21 5329.0
21 5425.0
21 5514.0
21 5593.0
21 5664.0
21 5737.0
21 5793.0
21 5855.0
21 5928.0
21 5985.0
21 6053.0
21 6116.0
21 6177.0
21 6224.0
